
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
DA:A1:19:3C:31:8D, 2018-10-31 17:47:32, 2018-10-31 17:47:32, -82,        2, (not associated) ,
DA:A1:19:6B:25:0F, 2018-10-31 17:47:34, 2018-10-31 17:47:34, -83,        4, (not associated) ,
A0:32:99:8A:0E:E7, 2018-10-31 17:46:57, 2018-10-31 17:47:32, -84,        5, (not associated) ,
62:8F:60:DF:02:B2, 2018-10-31 17:47:34, 2018-10-31 17:47:34, -86,        1, (not associated) ,
DA:A1:19:7A:15:88, 2018-10-31 17:47:33, 2018-10-31 17:47:33, -86,        3, (not associated) ,
DA:A1:19:5A:94:4E, 2018-10-31 17:47:33, 2018-10-31 17:47:33, -88,        1, (not associated) ,
F0:6D:78:80:44:E1, 2018-10-31 17:47:32, 2018-10-31 17:47:32, -89,        1, (not associated) ,
78:02:F8:7F:FA:10, 2018-10-31 17:47:17, 2018-10-31 17:47:17, -75,        4, (not associated) ,
DA:A1:19:C0:72:26, 2018-10-31 17:47:19, 2018-10-31 17:47:22, -76,        3, (not associated) ,
A6:F6:03:31:8D:16, 2018-10-31 17:47:22, 2018-10-31 17:47:22, -81,        2, (not associated) ,
DA:A1:19:9B:C5:9F, 2018-10-31 17:47:17, 2018-10-31 17:47:17, -89,        2, (not associated) ,
DA:A1:19:B7:FD:E8, 2018-10-31 17:47:19, 2018-10-31 17:47:19, -90,        1, (not associated) ,
2E:41:3A:38:9C:BD, 2018-10-31 17:47:17, 2018-10-31 17:47:17, -90,        1, (not associated) ,
BC:20:10:AA:76:72, 2018-10-31 17:47:22, 2018-10-31 17:47:22, -91,        1, (not associated) ,
20:5E:F7:5D:C8:8C, 2018-10-31 17:47:03, 2018-10-31 17:47:04, -70,        9, (not associated) ,
DA:A1:19:9B:16:01, 2018-10-31 17:47:04, 2018-10-31 17:47:04, -86,        1, (not associated) ,
DA:A1:19:DD:C4:B0, 2018-10-31 17:47:03, 2018-10-31 17:47:03, -91,        1, (not associated) ,
3C:B6:B7:1A:78:73, 2018-10-31 17:42:34, 2018-10-31 17:47:07, -92,       11, (not associated) ,
26:C6:3B:03:87:4C, 2018-10-31 16:54:55, 2018-10-31 17:46:52, -64,       81, (not associated) ,
28:C6:3F:7C:1D:84, 2018-10-31 16:52:38, 2018-10-31 17:46:49, -82,      595, 78:8A:20:49:9C:F6,WarungPintarSekali
F2:BF:FE:63:AA:2C, 2018-10-31 17:46:54, 2018-10-31 17:46:54, -87,        2, (not associated) ,
DA:A1:19:48:C8:FB, 2018-10-31 17:46:54, 2018-10-31 17:46:54, -92,        1, (not associated) ,
DA:A1:19:5F:A3:8E, 2018-10-31 17:46:42, 2018-10-31 17:46:42, -71,        2, (not associated) ,
C0:87:EB:77:59:D3, 2018-10-31 17:46:42, 2018-10-31 17:46:42, -83,        1, (not associated) ,
DA:A1:19:B0:2B:DF, 2018-10-31 17:24:33, 2018-10-31 17:46:37, -85,        7, (not associated) ,
60:45:CB:7C:2B:8C, 2018-10-31 16:52:38, 2018-10-31 17:46:37, -88,     2079, B8:27:EB:A3:58:1F,Blok4Lt4-4,WP-Bumi1,puput goreng heeee,KEDAI BCA,KCJ-KBY,I love you yg baca wi-fi ini,melati.net,Blok4Lt4-1,Blok3-Lt4,vivo 1719
DA:A1:19:A8:23:D7, 2018-10-31 17:11:53, 2018-10-31 17:46:42, -89,        2, (not associated) ,
08:8C:2C:02:85:5B, 2018-10-31 16:52:50, 2018-10-31 17:46:42, -92,       52, 2C:6F:C9:54:E0:CD,WarungPintarSekali
DA:A1:19:38:56:D1, 2018-10-31 17:46:14, 2018-10-31 17:46:14, -60,        1, (not associated) ,
DA:A1:19:83:11:0D, 2018-10-31 17:46:14, 2018-10-31 17:46:14, -62,        1, (not associated) ,
DA:A1:19:28:11:0D, 2018-10-31 17:46:14, 2018-10-31 17:46:14, -62,        1, (not associated) ,
DA:A1:19:B0:BD:01, 2018-10-31 17:46:14, 2018-10-31 17:46:14, -65,        1, (not associated) ,
00:08:22:4C:4E:FC, 2018-10-31 17:46:07, 2018-10-31 17:46:12, -67,        5, B6:CB:57:6D:3B:29,Rick-
DA:A1:19:5B:9F:1A, 2018-10-31 17:46:14, 2018-10-31 17:46:14, -68,        1, (not associated) ,
96:D7:1D:9E:05:A6, 2018-10-31 17:46:12, 2018-10-31 17:46:12, -70,        1, (not associated) ,
DA:A1:19:72:8F:CD, 2018-10-31 17:46:13, 2018-10-31 17:46:14, -80,        9, (not associated) ,
DA:A1:19:10:3F:F3, 2018-10-31 17:46:14, 2018-10-31 17:46:14, -86,        1, (not associated) ,ISARGAS
DA:A1:19:10:2C:F4, 2018-10-31 17:46:12, 2018-10-31 17:46:12, -90,        1, (not associated) ,
DA:A1:19:C8:43:2E, 2018-10-31 17:46:09, 2018-10-31 17:46:09, -90,        1, (not associated) ,
B0:52:16:34:5A:41, 2018-10-31 16:52:30, 2018-10-31 17:45:58, -69,      869, 78:8A:20:49:99:85,
DA:A1:19:D8:1C:D5, 2018-10-31 17:45:57, 2018-10-31 17:45:57, -70,        6, (not associated) ,
DA:A1:19:6D:64:9E, 2018-10-31 17:45:59, 2018-10-31 17:45:59, -76,       12, (not associated) ,
8C:85:90:3D:3C:19, 2018-10-31 16:53:42, 2018-10-31 17:45:58, -76,       48, (not associated) ,WarungPintarSekali
B2:DD:B9:82:D7:91, 2018-10-31 17:46:02, 2018-10-31 17:46:02, -78,        1, (not associated) ,
DA:A1:19:4B:EA:9E, 2018-10-31 17:46:02, 2018-10-31 17:46:02, -78,        1, (not associated) ,
DA:A1:19:73:47:FB, 2018-10-31 17:08:12, 2018-10-31 17:46:02, -84,        2, (not associated) ,
DA:A1:19:E9:9B:4F, 2018-10-31 17:45:59, 2018-10-31 17:45:59, -86,        2, (not associated) ,
08:62:66:5E:EA:CB, 2018-10-31 17:45:57, 2018-10-31 17:45:57, -86,        1, (not associated) ,
DA:A1:19:E6:3B:B6, 2018-10-31 17:45:47, 2018-10-31 17:45:47, -64,        1, (not associated) ,
08:EE:8B:A7:7C:FD, 2018-10-31 17:45:37, 2018-10-31 17:45:44, -74,       11, (not associated) ,71222240
DA:A1:19:E6:63:DE, 2018-10-31 17:45:47, 2018-10-31 17:45:47, -75,        1, (not associated) ,
DA:A1:19:E8:F5:70, 2018-10-31 16:59:41, 2018-10-31 17:45:47, -75,        2, (not associated) ,
DA:A1:19:78:17:90, 2018-10-31 17:45:48, 2018-10-31 17:45:48, -77,        1, (not associated) ,
DA:A1:19:70:8C:14, 2018-10-31 17:45:44, 2018-10-31 17:45:44, -80,        1, (not associated) ,
DA:A1:19:45:E4:EF, 2018-10-31 17:45:48, 2018-10-31 17:45:48, -84,        1, (not associated) ,
DA:A1:19:76:F1:7D, 2018-10-31 17:45:48, 2018-10-31 17:45:48, -85,        1, (not associated) ,
DA:A1:19:17:86:36, 2018-10-31 17:45:47, 2018-10-31 17:45:47, -85,        3, (not associated) ,
4A:FA:8F:7C:C2:C1, 2018-10-31 17:45:44, 2018-10-31 17:45:44, -88,        2, (not associated) ,
64:CC:2E:1F:4E:31, 2018-10-31 16:54:25, 2018-10-31 17:45:29, -36,      693, 80:35:C1:13:76:10,YDXJ_3393269,David_Yicam06
DA:A1:19:23:19:75, 2018-10-31 17:45:29, 2018-10-31 17:45:29, -66,       13, (not associated) ,
DA:A1:19:4D:AE:C6, 2018-10-31 17:45:29, 2018-10-31 17:45:29, -81,        1, (not associated) ,
A6:A1:94:7C:2D:18, 2018-10-31 17:45:32, 2018-10-31 17:45:32, -83,        1, (not associated) ,
DA:A1:19:BA:64:F4, 2018-10-31 17:45:32, 2018-10-31 17:45:32, -85,        2, (not associated) ,
CC:2D:83:B8:42:AA, 2018-10-31 17:45:32, 2018-10-31 17:45:32, -87,        1, (not associated) ,
CC:9F:7A:7D:C1:3A, 2018-10-31 17:45:29, 2018-10-31 17:45:29, -87,        1, (not associated) ,
78:36:CC:C7:4A:09, 2018-10-31 17:45:33, 2018-10-31 17:45:33, -89,        2, (not associated) ,
CC:2D:83:A1:22:86, 2018-10-31 17:45:04, 2018-10-31 17:45:32, -89,        6, (not associated) ,X441U
7C:46:85:4C:22:31, 2018-10-31 17:37:32, 2018-10-31 17:45:34, -93,        5, (not associated) ,
1C:77:F6:E5:B0:00, 2018-10-31 17:45:32, 2018-10-31 17:45:32, -94,        1, (not associated) ,
DA:A1:19:7F:3B:B5, 2018-10-31 17:45:19, 2018-10-31 17:45:19, -69,        2, (not associated) ,
DA:A1:19:07:E7:90, 2018-10-31 17:45:19, 2018-10-31 17:45:22, -73,       20, (not associated) ,
DA:A1:19:5A:2E:E2, 2018-10-31 17:45:19, 2018-10-31 17:45:19, -74,        1, (not associated) ,
DA:A1:19:98:A5:C1, 2018-10-31 17:45:22, 2018-10-31 17:45:22, -75,        4, (not associated) ,
DA:A1:19:BB:D9:C4, 2018-10-31 17:45:22, 2018-10-31 17:45:22, -78,        1, (not associated) ,
DA:A1:19:9E:F2:36, 2018-10-31 17:45:19, 2018-10-31 17:45:19, -78,        1, (not associated) ,
DA:A4:7F:D4:F4:DD, 2018-10-31 17:45:17, 2018-10-31 17:45:17, -84,        1, (not associated) ,
20:5E:F7:57:34:E4, 2018-10-31 17:45:17, 2018-10-31 17:45:17, -85,        1, (not associated) ,chunghai
DA:A1:19:3F:05:24, 2018-10-31 17:45:17, 2018-10-31 17:45:17, -86,        3, (not associated) ,
DA:A1:19:70:A3:2D, 2018-10-31 17:45:17, 2018-10-31 17:45:17, -87,        2, (not associated) ,
DA:A1:19:32:CD:32, 2018-10-31 17:45:17, 2018-10-31 17:45:17, -88,        2, (not associated) ,
DA:A1:19:2B:01:7C, 2018-10-31 17:45:03, 2018-10-31 17:45:03, -66,        1, (not associated) ,
02:62:6D:56:06:AF, 2018-10-31 17:45:07, 2018-10-31 17:45:07, -70,        7, (not associated) ,
1C:C3:EB:46:06:67, 2018-10-31 16:52:58, 2018-10-31 17:45:07, -79,      130, (not associated) ,
DA:A1:19:FB:AA:07, 2018-10-31 17:45:06, 2018-10-31 17:45:07, -83,        5, (not associated) ,
30:CB:F8:5B:20:59, 2018-10-31 17:44:54, 2018-10-31 17:45:07, -87,        2, (not associated) ,
DA:A1:19:2A:88:D2, 2018-10-31 17:45:08, 2018-10-31 17:45:08, -90,        1, (not associated) ,
DA:A1:19:4A:07:31, 2018-10-31 17:45:03, 2018-10-31 17:45:03, -94,        1, (not associated) ,
8C:85:90:AC:A1:99, 2018-10-31 16:54:41, 2018-10-31 17:44:49, -59,       73, (not associated) ,
DA:A1:19:5A:E8:AD, 2018-10-31 17:44:52, 2018-10-31 17:44:52, -63,        1, (not associated) ,
DA:A1:19:03:58:0A, 2018-10-31 17:44:52, 2018-10-31 17:44:52, -68,        1, (not associated) ,
DA:A1:19:28:D3:70, 2018-10-31 17:44:53, 2018-10-31 17:44:53, -83,        3, (not associated) ,
22:FE:44:84:A5:79, 2018-10-31 17:44:52, 2018-10-31 17:44:52, -83,        1, (not associated) ,
54:14:73:5C:D2:5A, 2018-10-31 17:44:54, 2018-10-31 17:44:54, -84,        1, (not associated) ,
DA:A1:19:F7:5A:1C, 2018-10-31 17:44:54, 2018-10-31 17:44:54, -84,        1, (not associated) ,
1C:C3:EB:44:91:79, 2018-10-31 17:44:49, 2018-10-31 17:44:49, -84,        3, (not associated) ,
DA:A1:19:2A:3E:21, 2018-10-31 17:44:53, 2018-10-31 17:44:53, -85,        3, (not associated) ,
DA:A1:19:34:DA:CC, 2018-10-31 17:44:52, 2018-10-31 17:44:52, -86,        1, (not associated) ,
DA:A1:19:10:C2:76, 2018-10-31 17:44:49, 2018-10-31 17:44:49, -88,        1, (not associated) ,
DA:A1:19:B3:08:83, 2018-10-31 17:44:37, 2018-10-31 17:44:37, -64,        2, (not associated) ,
DA:A1:19:7E:54:CF, 2018-10-31 17:44:37, 2018-10-31 17:44:37, -65,        1, (not associated) ,
FF:FF:02:1A:11:FA, 2018-10-31 17:00:34, 2018-10-31 17:44:37, -65,       11, E6:C7:02:1A:11:FA,
DA:A1:19:8F:E4:5F, 2018-10-31 17:44:37, 2018-10-31 17:44:37, -71,        1, (not associated) ,
DA:A1:19:AC:5E:23, 2018-10-31 17:44:39, 2018-10-31 17:44:41, -78,        2, (not associated) ,
02:CD:31:40:64:B0, 2018-10-31 17:44:41, 2018-10-31 17:44:41, -80,        1, (not associated) ,
2E:D0:AD:1F:F3:9F, 2018-10-31 17:44:37, 2018-10-31 17:44:37, -81,        4, (not associated) ,
54:40:AD:8B:F4:2A, 2018-10-31 16:54:52, 2018-10-31 17:44:41, -81,       20, (not associated) ,
6A:FE:10:AB:E4:A5, 2018-10-31 17:44:39, 2018-10-31 17:44:39, -88,        1, (not associated) ,
DA:A1:19:FA:9C:34, 2018-10-31 17:44:39, 2018-10-31 17:44:39, -89,        6, (not associated) ,
54:27:58:D3:C4:BA, 2018-10-31 17:44:39, 2018-10-31 17:44:39, -91,        1, (not associated) ,
DA:A1:19:79:62:4D, 2018-10-31 17:44:38, 2018-10-31 17:44:38, -92,        1, (not associated) ,
50:3C:EA:34:43:39, 2018-10-31 17:44:23, 2018-10-31 17:44:24, -73,        5, (not associated) ,
DA:A1:19:B7:5B:ED, 2018-10-31 17:44:28, 2018-10-31 17:44:28, -80,        3, (not associated) ,
DA:A1:19:2F:04:83, 2018-10-31 17:44:24, 2018-10-31 17:44:24, -83,        4, (not associated) ,
DC:37:14:81:89:A6, 2018-10-31 17:44:24, 2018-10-31 17:44:24, -83,        4, (not associated) ,WarungPintarSekali
B6:F4:86:0F:30:0D, 2018-10-31 17:44:28, 2018-10-31 17:44:28, -87,        2, (not associated) ,
DA:A1:19:14:32:E4, 2018-10-31 17:44:14, 2018-10-31 17:44:14, -63,        1, (not associated) ,
DA:A1:19:44:51:CC, 2018-10-31 17:44:14, 2018-10-31 17:44:14, -68,        1, (not associated) ,
88:D5:0C:1D:F1:10, 2018-10-31 17:44:12, 2018-10-31 17:44:12, -74,        1, (not associated) ,
CC:2F:71:11:24:D4, 2018-10-31 16:52:52, 2018-10-31 17:44:14, -74,      280, 78:8A:20:49:9B:2E,WarungPintarSekali
DA:A1:19:5E:CE:BB, 2018-10-31 17:44:13, 2018-10-31 17:44:14, -79,       15, (not associated) ,
0E:0C:6B:0D:2B:E9, 2018-10-31 17:44:14, 2018-10-31 17:44:14, -83,        4, (not associated) ,
2A:37:D5:48:3A:EA, 2018-10-31 17:44:09, 2018-10-31 17:44:09, -84,        2, (not associated) ,
DA:A1:19:CB:19:13, 2018-10-31 17:44:14, 2018-10-31 17:44:14, -86,        1, (not associated) ,
02:CF:7F:CD:A8:E1, 2018-10-31 17:44:02, 2018-10-31 17:44:02, -71,        2, (not associated) ,
30:35:AD:B8:DC:58, 2018-10-31 16:58:42, 2018-10-31 17:44:02, -74,       45, (not associated) ,WarungPintarSekali
DA:A1:19:EA:F0:F7, 2018-10-31 17:43:57, 2018-10-31 17:43:57, -79,        3, (not associated) ,
DA:A1:19:18:95:49, 2018-10-31 17:43:59, 2018-10-31 17:43:59, -80,        2, (not associated) ,
9C:99:A0:55:A8:DD, 2018-10-31 17:44:01, 2018-10-31 17:44:01, -85,        2, (not associated) ,
BC:3A:EA:EC:1F:66, 2018-10-31 17:43:58, 2018-10-31 17:43:58, -85,        2, (not associated) ,
B4:CB:57:7F:40:F9, 2018-10-31 17:43:58, 2018-10-31 17:43:58, -85,        1, (not associated) ,
DA:A1:19:9D:6F:1B, 2018-10-31 17:43:59, 2018-10-31 17:43:59, -86,        8, (not associated) ,
54:27:58:08:C2:46, 2018-10-31 17:43:59, 2018-10-31 17:43:59, -86,        2, 74:23:44:92:6C:5C,
DA:A1:19:18:0B:86, 2018-10-31 17:44:01, 2018-10-31 17:44:01, -93,        2, (not associated) ,
7C:46:85:4C:3C:E2, 2018-10-31 17:43:44, 2018-10-31 17:43:44, -78,        1, (not associated) ,
99:85:68:14:01:0F, 2018-10-31 17:06:15, 2018-10-31 17:43:47, -78,        2, 3A:01:78:8A:20:49,
36:67:57:6E:0A:A2, 2018-10-31 17:43:44, 2018-10-31 17:43:44, -88,        1, (not associated) ,Franz
DA:A1:19:C5:51:CC, 2018-10-31 17:43:31, 2018-10-31 17:43:31, -69,        2, (not associated) ,
DA:A1:19:5D:B2:2D, 2018-10-31 17:43:32, 2018-10-31 17:43:32, -70,        1, (not associated) ,
DA:A1:19:65:70:24, 2018-10-31 17:43:31, 2018-10-31 17:43:31, -73,        1, (not associated) ,
AE:A9:4C:5B:4C:44, 2018-10-31 17:43:33, 2018-10-31 17:43:33, -80,        1, (not associated) ,
02:2F:66:32:8C:9D, 2018-10-31 17:43:32, 2018-10-31 17:43:32, -81,        3, (not associated) ,
2C:6F:C9:54:E0:CD, 2018-10-31 17:25:33, 2018-10-31 17:43:32, -86,       10, 78:8A:20:49:9B:2E,
36:C6:3B:C9:82:95, 2018-10-31 16:53:59, 2018-10-31 17:43:34, -88,       15, (not associated) ,
DA:A1:19:19:CD:B8, 2018-10-31 17:43:32, 2018-10-31 17:43:32, -89,        1, (not associated) ,
DA:A1:19:78:CD:48, 2018-10-31 16:55:14, 2018-10-31 17:43:19, -55,        2, (not associated) ,
DA:A1:19:97:A4:7A, 2018-10-31 17:43:19, 2018-10-31 17:43:19, -60,        2, (not associated) ,
DA:A1:19:84:23:9E, 2018-10-31 17:43:19, 2018-10-31 17:43:19, -64,        1, (not associated) ,
A0:32:99:59:12:C7, 2018-10-31 17:43:19, 2018-10-31 17:43:19, -74,        1, FC:DD:55:27:86:5E,
DA:A1:19:B4:D2:BD, 2018-10-31 17:43:19, 2018-10-31 17:43:19, -75,        2, (not associated) ,
AC:5F:3E:8D:DC:FA, 2018-10-31 16:52:41, 2018-10-31 17:43:22, -83,      201, (not associated) ,
DA:A1:19:53:58:4F, 2018-10-31 17:43:17, 2018-10-31 17:43:17, -85,        1, (not associated) ,
DA:A1:19:A1:9B:86, 2018-10-31 17:43:22, 2018-10-31 17:43:22, -86,        2, (not associated) ,Harso123
A2:7D:9E:2A:E7:EE, 2018-10-31 17:43:22, 2018-10-31 17:43:22, -86,        1, (not associated) ,
DA:A1:19:85:F1:F7, 2018-10-31 17:43:17, 2018-10-31 17:43:17, -86,        3, (not associated) ,
DA:A1:19:0A:CD:81, 2018-10-31 17:43:19, 2018-10-31 17:43:19, -87,        1, (not associated) ,
DA:A1:19:8F:90:52, 2018-10-31 17:43:17, 2018-10-31 17:43:18, -90,        3, (not associated) ,
1C:77:F6:55:8E:92, 2018-10-31 17:43:17, 2018-10-31 17:43:17, -90,        2, (not associated) ,
DA:A1:19:28:11:C5, 2018-10-31 17:43:18, 2018-10-31 17:43:18, -91,        1, (not associated) ,
DA:A1:19:4F:0D:C0, 2018-10-31 17:43:14, 2018-10-31 17:43:17, -95,        4, (not associated) ,
0C:D2:92:F9:A1:B9, 2018-10-31 16:59:02, 2018-10-31 17:43:03, -56,       44, (not associated) ,WarungPintarSekali
88:D5:0C:07:64:82, 2018-10-31 17:43:06, 2018-10-31 17:43:06, -74,        2, (not associated) ,
DA:A1:19:B2:75:60, 2018-10-31 17:43:08, 2018-10-31 17:43:08, -75,        1, (not associated) ,
06:88:9C:2E:EB:C3, 2018-10-31 17:43:06, 2018-10-31 17:43:06, -77,        5, (not associated) ,
DA:A1:19:CD:C9:7D, 2018-10-31 17:43:07, 2018-10-31 17:43:07, -78,        2, (not associated) ,
DA:A1:19:10:52:06, 2018-10-31 17:43:08, 2018-10-31 17:43:08, -79,        1, (not associated) ,
C6:59:31:F3:7D:82, 2018-10-31 17:43:08, 2018-10-31 17:43:08, -85,        1, (not associated) ,
38:A4:ED:47:89:BF, 2018-10-31 17:43:06, 2018-10-31 17:43:06, -92,        3, (not associated) ,
DA:A1:19:DE:97:8D, 2018-10-31 17:43:03, 2018-10-31 17:43:03, -92,        2, (not associated) ,
A0:32:99:9D:54:D1, 2018-10-31 17:43:06, 2018-10-31 17:43:07, -93,       13, (not associated) ,bri pos pengumben,andromax,Andromax-M3Y-6715
DA:A1:19:CC:47:C2, 2018-10-31 17:42:51, 2018-10-31 17:42:51, -60,        1, (not associated) ,
DA:A1:19:4F:CA:45, 2018-10-31 17:40:31, 2018-10-31 17:42:51, -62,        4, (not associated) ,
DA:A1:19:75:B9:FD, 2018-10-31 17:42:51, 2018-10-31 17:42:51, -65,        1, (not associated) ,
BE:8D:56:D5:AB:1E, 2018-10-31 17:42:51, 2018-10-31 17:42:51, -75,        2, (not associated) ,
DA:A1:19:93:61:28, 2018-10-31 17:42:54, 2018-10-31 17:42:54, -82,       11, (not associated) ,
DA:A1:19:44:FF:64, 2018-10-31 17:42:49, 2018-10-31 17:42:51, -82,       20, (not associated) ,
DA:A1:19:A9:A2:3C, 2018-10-31 17:42:53, 2018-10-31 17:42:53, -86,        5, (not associated) ,
DA:A1:19:F4:14:5A, 2018-10-31 17:42:38, 2018-10-31 17:42:38, -67,       15, (not associated) ,
DA:A1:19:47:1B:06, 2018-10-31 17:42:37, 2018-10-31 17:42:37, -73,        2, (not associated) ,
DA:A1:19:F0:07:41, 2018-10-31 17:42:37, 2018-10-31 17:42:37, -74,        4, (not associated) ,
DA:A1:19:E3:B7:A2, 2018-10-31 17:42:37, 2018-10-31 17:42:37, -74,        1, (not associated) ,
DA:A1:19:E7:F2:A6, 2018-10-31 17:42:37, 2018-10-31 17:42:37, -78,        1, (not associated) ,
DA:A1:19:73:3D:75, 2018-10-31 17:42:39, 2018-10-31 17:42:39, -84,       15, (not associated) ,
94:D0:29:46:3F:E1, 2018-10-31 17:42:37, 2018-10-31 17:42:37, -92,        1, (not associated) ,
A8:1B:5A:DB:70:17, 2018-10-31 17:42:37, 2018-10-31 17:42:37, -93,        2, (not associated) ,
48:13:7E:45:4C:63, 2018-10-31 17:42:26, 2018-10-31 17:42:26, -74,        1, (not associated) ,
DA:A1:19:51:05:25, 2018-10-31 17:42:23, 2018-10-31 17:42:23, -75,        7, (not associated) ,BOLT!-66A4,OntCXmG4m1wAQwGp1581415226,Raharjo,ZTE-Wdm6xF,Security,Meeting Room BM
DA:A1:19:E1:12:FD, 2018-10-31 17:42:24, 2018-10-31 17:42:24, -77,        1, (not associated) ,
DA:A1:19:B4:AE:99, 2018-10-31 17:42:24, 2018-10-31 17:42:24, -78,        2, (not associated) ,
DA:A1:19:23:8B:76, 2018-10-31 17:42:24, 2018-10-31 17:42:24, -80,        1, (not associated) ,
DA:A1:19:74:D2:98, 2018-10-31 17:42:24, 2018-10-31 17:42:24, -80,        1, (not associated) ,
DA:A1:19:52:04:EF, 2018-10-31 17:42:23, 2018-10-31 17:42:23, -81,        1, (not associated) ,
DA:A1:19:06:5A:CA, 2018-10-31 17:42:28, 2018-10-31 17:42:28, -84,        5, (not associated) ,
DA:A1:19:80:B1:9C, 2018-10-31 17:42:24, 2018-10-31 17:42:24, -86,        1, (not associated) ,
08:8C:2C:CA:C9:2D, 2018-10-31 17:42:24, 2018-10-31 17:42:24, -90,        1, (not associated) ,
DA:A1:19:33:C1:AC, 2018-10-31 17:42:23, 2018-10-31 17:42:23, -90,        1, (not associated) ,
DA:A1:19:0B:C4:F6, 2018-10-31 17:42:11, 2018-10-31 17:42:11, -67,        1, (not associated) ,
02:57:68:C1:A7:78, 2018-10-31 17:42:14, 2018-10-31 17:42:14, -76,        5, (not associated) ,
DA:A1:19:9F:A3:75, 2018-10-31 17:42:13, 2018-10-31 17:42:14, -78,       15, (not associated) ,
DA:A1:19:42:DD:37, 2018-10-31 17:42:09, 2018-10-31 17:42:09, -78,        5, (not associated) ,
16:59:40:D6:A6:36, 2018-10-31 17:42:13, 2018-10-31 17:42:13, -83,        2, (not associated) ,
DA:A1:19:A7:C0:2C, 2018-10-31 17:42:12, 2018-10-31 17:42:13, -85,        8, (not associated) ,
8C:BE:BE:01:34:67, 2018-10-31 17:42:09, 2018-10-31 17:42:11, -85,        9, (not associated) ,SWIRANTO,@wifi.id,BALIWORLD_2.B,Babehali@wifi.id
DA:A1:19:57:0B:3E, 2018-10-31 17:42:13, 2018-10-31 17:42:13, -88,        1, (not associated) ,Meeting Room BM
DA:A1:19:EF:D4:46, 2018-10-31 17:42:12, 2018-10-31 17:42:12, -88,       13, (not associated) ,Meeting Room BM,OntCXmG4m1wAQwGp1581415226,Raharjo,ZTE-Wdm6xF,Security,BOLT!-66A4
DA:A1:19:57:07:84, 2018-10-31 17:42:09, 2018-10-31 17:42:09, -88,        2, (not associated) ,
BE:BE:DE:0A:0C:D1, 2018-10-31 17:42:13, 2018-10-31 17:42:13, -90,        1, (not associated) ,
DA:A1:19:DA:8E:C1, 2018-10-31 17:42:13, 2018-10-31 17:42:13, -90,        1, (not associated) ,Raharjo
DA:A1:19:BB:36:B1, 2018-10-31 17:41:57, 2018-10-31 17:41:57, -64,        1, (not associated) ,
0C:A8:A7:1B:BD:BA, 2018-10-31 17:42:02, 2018-10-31 17:42:02, -80,        2, (not associated) ,
88:B1:11:81:43:0E, 2018-10-31 17:01:50, 2018-10-31 17:41:57, -81,        8, (not associated) ,WarungPintarSekali
F6:C6:49:AC:B6:32, 2018-10-31 17:42:02, 2018-10-31 17:42:02, -82,        1, (not associated) ,
DA:A1:19:C1:CF:75, 2018-10-31 17:41:57, 2018-10-31 17:41:58, -83,       18, (not associated) ,
B0:E2:35:81:2F:CF, 2018-10-31 17:09:19, 2018-10-31 17:41:59, -83,       11, (not associated) ,
30:52:CB:6A:B2:27, 2018-10-31 17:21:26, 2018-10-31 17:41:59, -87,       87, 78:8A:20:49:9B:2E,
DA:A1:19:E8:DB:E9, 2018-10-31 17:41:57, 2018-10-31 17:41:57, -90,        1, (not associated) ,
20:5E:F7:41:9B:48, 2018-10-31 17:42:02, 2018-10-31 17:42:02, -91,        1, (not associated) ,
DA:A1:19:E9:3E:B9, 2018-10-31 17:41:46, 2018-10-31 17:41:46, -62,        1, (not associated) ,
DA:A1:19:05:B5:30, 2018-10-31 17:41:46, 2018-10-31 17:41:46, -63,        2, (not associated) ,
DA:A1:19:4D:38:35, 2018-10-31 17:41:43, 2018-10-31 17:41:43, -78,       11, (not associated) ,
0C:98:38:C8:DC:FF, 2018-10-31 17:41:48, 2018-10-31 17:41:48, -86,        3, (not associated) ,
DA:A1:19:E6:F2:C7, 2018-10-31 17:41:43, 2018-10-31 17:41:43, -88,        2, (not associated) ,R
DA:A1:19:49:D7:9C, 2018-10-31 17:41:34, 2018-10-31 17:41:34, -62,        1, (not associated) ,
DA:A1:19:BA:11:0D, 2018-10-31 17:41:34, 2018-10-31 17:41:34, -65,        2, (not associated) ,
DA:A1:19:90:D6:51, 2018-10-31 17:41:34, 2018-10-31 17:41:34, -66,        1, (not associated) ,
DA:A1:19:AE:03:7E, 2018-10-31 16:55:25, 2018-10-31 17:41:34, -66,        2, (not associated) ,
DA:A1:19:A1:77:29, 2018-10-31 17:41:34, 2018-10-31 17:41:34, -77,        1, (not associated) ,
68:C4:4D:31:52:CD, 2018-10-31 17:41:33, 2018-10-31 17:41:33, -90,        2, (not associated) ,Toengkagi
0C:A8:A7:74:0D:E6, 2018-10-31 17:41:34, 2018-10-31 17:41:34, -94,        1, (not associated) ,
BA:3D:90:10:3B:08, 2018-10-31 17:41:21, 2018-10-31 17:41:21, -68,        1, (not associated) ,
72:D0:37:34:EE:D2, 2018-10-31 17:41:21, 2018-10-31 17:41:21, -77,        4, (not associated) ,
DA:A1:19:7F:B0:64, 2018-10-31 17:41:19, 2018-10-31 17:41:19, -87,        1, (not associated) ,
DA:A1:19:6F:28:3A, 2018-10-31 17:41:21, 2018-10-31 17:41:21, -88,        2, (not associated) ,
